TimeStamp;UserId;NameVideo;AnnoType;Value
0.015457;8572;ivana_mp4;arousal;0
0.018699;8572;ivana_mp4;arousal;0
0.060295;8572;ivana_mp4;arousal;0
0.103517;8572;ivana_mp4;arousal;0
0.144611;8572;ivana_mp4;arousal;0
0.177872;8572;ivana_mp4;arousal;0
0.220772;8572;ivana_mp4;arousal;0
0.263898;8572;ivana_mp4;arousal;0
0.296468;8572;ivana_mp4;arousal;0
0.338084;8572;ivana_mp4;arousal;0
0.381434;8572;ivana_mp4;arousal;0
0.42424;8572;ivana_mp4;arousal;0
0.455852;8572;ivana_mp4;arousal;0
0.497638;8572;ivana_mp4;arousal;0
0.541348;8572;ivana_mp4;arousal;0
0.583414;8572;ivana_mp4;arousal;0
0.616424;8572;ivana_mp4;arousal;0
0.658131;8572;ivana_mp4;arousal;0
0.700835;8572;ivana_mp4;arousal;0
0.742945;8572;ivana_mp4;arousal;0
0.776387;8572;ivana_mp4;arousal;0
0.818918;8572;ivana_mp4;arousal;0
0.860468;8572;ivana_mp4;arousal;0
0.903581;8572;ivana_mp4;arousal;0
0.935173;8572;ivana_mp4;arousal;0
0.978766;8572;ivana_mp4;arousal;0
1.021292;8572;ivana_mp4;arousal;0
1.063377;8572;ivana_mp4;arousal;0
1.095588;8572;ivana_mp4;arousal;0
1.13816;8572;ivana_mp4;arousal;0
1.180818;8572;ivana_mp4;arousal;0
1.222944;8572;ivana_mp4;arousal;0
1.259335;8572;ivana_mp4;arousal;-0.01
1.298377;8572;ivana_mp4;arousal;-0.01
1.341102;8572;ivana_mp4;arousal;-0.01
1.38385;8572;ivana_mp4;arousal;-0.01
1.415792;8572;ivana_mp4;arousal;-0.01
1.45856;8572;ivana_mp4;arousal;-0.01
1.500287;8572;ivana_mp4;arousal;-0.01
1.543514;8572;ivana_mp4;arousal;-0.01
1.575493;8572;ivana_mp4;arousal;-0.01
1.61839;8572;ivana_mp4;arousal;-0.01
1.661173;8572;ivana_mp4;arousal;-0.01
1.703318;8572;ivana_mp4;arousal;-0.01
1.735165;8572;ivana_mp4;arousal;-0.01
1.778953;8572;ivana_mp4;arousal;-0.01
1.820498;8572;ivana_mp4;arousal;-0.01
1.864165;8572;ivana_mp4;arousal;-0.01
1.895388;8572;ivana_mp4;arousal;-0.01
1.938039;8572;ivana_mp4;arousal;-0.01
1.980257;8572;ivana_mp4;arousal;-0.01
2.023344;8572;ivana_mp4;arousal;-0.017
2.056463;8572;ivana_mp4;arousal;-0.017
2.098053;8572;ivana_mp4;arousal;-0.017
2.141085;8572;ivana_mp4;arousal;-0.017
2.184048;8572;ivana_mp4;arousal;-0.017
2.215037;8572;ivana_mp4;arousal;-0.017
2.257679;8572;ivana_mp4;arousal;-0.017
2.300535;8572;ivana_mp4;arousal;-0.017
2.344068;8572;ivana_mp4;arousal;-0.017
2.383296;8572;ivana_mp4;arousal;-0.006
2.418009;8572;ivana_mp4;arousal;0.01
2.461176;8572;ivana_mp4;arousal;0.016
2.503463;8572;ivana_mp4;arousal;0.018
2.538896;8572;ivana_mp4;arousal;0.025
2.580238;8572;ivana_mp4;arousal;0.027
2.620835;8572;ivana_mp4;arousal;0.027
2.663582;8572;ivana_mp4;arousal;0.027
2.696376;8572;ivana_mp4;arousal;0.03
2.737998;8572;ivana_mp4;arousal;0.032
2.780434;8572;ivana_mp4;arousal;0.034
2.823119;8572;ivana_mp4;arousal;0.034
2.855423;8572;ivana_mp4;arousal;0.034
2.898294;8572;ivana_mp4;arousal;0.034
2.941004;8572;ivana_mp4;arousal;0.034
2.984084;8572;ivana_mp4;arousal;0.034
3.01561;8572;ivana_mp4;arousal;0.034
3.058055;8572;ivana_mp4;arousal;0.034
3.100917;8572;ivana_mp4;arousal;0.034
3.144462;8572;ivana_mp4;arousal;0.034
3.175566;8572;ivana_mp4;arousal;0.034
3.218366;8572;ivana_mp4;arousal;0.034
3.2613;8572;ivana_mp4;arousal;0.043
3.303071;8572;ivana_mp4;arousal;0.059
3.33588;8572;ivana_mp4;arousal;0.061
3.378649;8572;ivana_mp4;arousal;0.061
3.420949;8572;ivana_mp4;arousal;0.061
3.463743;8572;ivana_mp4;arousal;0.065
3.495979;8572;ivana_mp4;arousal;0.07
3.538195;8572;ivana_mp4;arousal;0.07
3.586411;8572;ivana_mp4;arousal;0.072
3.624021;8572;ivana_mp4;arousal;0.072
3.658711;8572;ivana_mp4;arousal;0.074
3.699226;8572;ivana_mp4;arousal;0.083
3.741309;8572;ivana_mp4;arousal;0.085
3.787592;8572;ivana_mp4;arousal;0.096
3.815498;8572;ivana_mp4;arousal;0.107
3.858676;8572;ivana_mp4;arousal;0.116
3.900814;8572;ivana_mp4;arousal;0.116
3.943703;8572;ivana_mp4;arousal;0.116
3.976535;8572;ivana_mp4;arousal;0.116
4.019186;8572;ivana_mp4;arousal;0.116
4.060682;8572;ivana_mp4;arousal;0.116
4.103927;8572;ivana_mp4;arousal;0.116
4.136086;8572;ivana_mp4;arousal;0.118
4.178173;8572;ivana_mp4;arousal;0.118
4.221105;8572;ivana_mp4;arousal;0.118
4.263569;8572;ivana_mp4;arousal;0.118
4.295433;8572;ivana_mp4;arousal;0.118
4.338302;8572;ivana_mp4;arousal;0.118
4.381964;8572;ivana_mp4;arousal;0.118
4.423632;8572;ivana_mp4;arousal;0.118
4.456384;8572;ivana_mp4;arousal;0.118
4.498384;8572;ivana_mp4;arousal;0.118
4.541095;8572;ivana_mp4;arousal;0.118
4.583365;8572;ivana_mp4;arousal;0.118
4.616047;8572;ivana_mp4;arousal;0.118
4.657655;8572;ivana_mp4;arousal;0.118
4.700862;8572;ivana_mp4;arousal;0.118
4.747853;8572;ivana_mp4;arousal;0.12
4.775817;8572;ivana_mp4;arousal;0.121
4.817567;8572;ivana_mp4;arousal;0.138
