TimeStamp;UserId;NameVideo;AnnoType;Value
0.0304011;3870;lollo_mp4;valence;0
0.0802639;3870;lollo_mp4;valence;0
0.1137864;3870;lollo_mp4;valence;0
0.1635218;3870;lollo_mp4;valence;0
0.196819;3870;lollo_mp4;valence;0
0.2301987;3870;lollo_mp4;valence;0
0.2799688;3870;lollo_mp4;valence;0
0.313295;3870;lollo_mp4;valence;0
0.3485956;3870;lollo_mp4;valence;0
0.3971134;3870;lollo_mp4;valence;0
0.4320022;3870;lollo_mp4;valence;0
0.4800289;3870;lollo_mp4;valence;0
0.5158616;3870;lollo_mp4;valence;0
0.5490457;3870;lollo_mp4;valence;0
0.5966127;3870;lollo_mp4;valence;0
0.6327718;3870;lollo_mp4;valence;0
0.6801897;3870;lollo_mp4;valence;0
0.7135118;3870;lollo_mp4;valence;0
0.7495409;3870;lollo_mp4;valence;0
0.7969383;3870;lollo_mp4;valence;0
0.8302227;3870;lollo_mp4;valence;0
0.8799417;3870;lollo_mp4;valence;0
0.9133836;3870;lollo_mp4;valence;0
0.9476462;3870;lollo_mp4;valence;0
0.9985051;3870;lollo_mp4;valence;0
1.0302766;3870;lollo_mp4;valence;0
1.0802759;3870;lollo_mp4;valence;0
1.1137338;3870;lollo_mp4;valence;0
1.1635174;3870;lollo_mp4;valence;0
1.1976087;3870;lollo_mp4;valence;0
1.2301254;3870;lollo_mp4;valence;0
1.2801354;3870;lollo_mp4;valence;0
1.3132643;3870;lollo_mp4;valence;0
1.3489004;3870;lollo_mp4;valence;0
1.3969109;3870;lollo_mp4;valence;0
1.4323158;3870;lollo_mp4;valence;0
1.4802901;3870;lollo_mp4;valence;0
1.515387;3870;lollo_mp4;valence;0
1.5486682;3870;lollo_mp4;valence;0
1.5994076;3870;lollo_mp4;valence;0
1.6330071;3870;lollo_mp4;valence;0
1.680114;3870;lollo_mp4;valence;0
1.7132541;3870;lollo_mp4;valence;0
1.7494252;3870;lollo_mp4;valence;0
1.7969895;3870;lollo_mp4;valence;0
1.8301696;3870;lollo_mp4;valence;0
1.880364;3870;lollo_mp4;valence;0
1.9133559;3870;lollo_mp4;valence;0
1.9633837;3870;lollo_mp4;valence;0
1.9991939;3870;lollo_mp4;valence;0
2.030172;3870;lollo_mp4;valence;0
2.0801756;3870;lollo_mp4;valence;0
2.1135348;3870;lollo_mp4;valence;0
2.1634499;3870;lollo_mp4;valence;0
2.1966314;3870;lollo_mp4;valence;0
2.230166;3870;lollo_mp4;valence;0
2.2801827;3870;lollo_mp4;valence;0
2.3160318;3870;lollo_mp4;valence;0
2.349261;3870;lollo_mp4;valence;0
2.3966403;3870;lollo_mp4;valence;0
2.4329728;3870;lollo_mp4;valence;0
2.4800888;3870;lollo_mp4;valence;0
2.5161573;3870;lollo_mp4;valence;0
2.5498231;3870;lollo_mp4;valence;0
2.5997905;3870;lollo_mp4;valence;0
2.6332683;3870;lollo_mp4;valence;0
2.6799217;3870;lollo_mp4;valence;0
2.7132634;3870;lollo_mp4;valence;0
2.7486969;3870;lollo_mp4;valence;0
2.7965955;3870;lollo_mp4;valence;0
2.8299694;3870;lollo_mp4;valence;0
2.8799043;3870;lollo_mp4;valence;0
2.913443;3870;lollo_mp4;valence;0
2.9635155;3870;lollo_mp4;valence;0
2.9993018;3870;lollo_mp4;valence;0
3.0301638;3870;lollo_mp4;valence;0
3.0801306;3870;lollo_mp4;valence;0
3.11373;3870;lollo_mp4;valence;0
3.1632442;3870;lollo_mp4;valence;0
3.1968652;3870;lollo_mp4;valence;0
3.2300921;3870;lollo_mp4;valence;0
3.2801509;3870;lollo_mp4;valence;0
3.313262;3870;lollo_mp4;valence;0
